InvoiceNo,StockCode,Quantity,CustomerID
INV200332,P100085,4,10427
INV200332,P100259,2,10646
INV200332,P100324,2,10037
INV200333,P100192,5,10352
INV200333,P100122,3,10427
INV200333,P100236,3,10180
INV200334,P100445,4,10088
INV200334,P100465,3,10238
INV200334,P100188,3,10833
INV200335,P100280,3,10130
INV200335,P100065,1,10715
INV200335,P100492,4,10366
INV200336,P100421,2,10871
INV200336,P100401,5,10679
INV200336,P100269,2,10974
INV200337,P100295,2,10552
INV200337,P100102,2,10395
INV200337,P100452,3,10362
INV200338,P100327,4,10922
INV200338,P100491,3,10060
INV200338,P100344,6,10335
INV200339,P100140,2,10342
INV200339,P100298,3,10042
INV200339,P100058,3,10582
INV200340,P100155,4,10941
INV200340,P100235,2,10888
INV200340,P100417,2,10461
INV200341,P100446,2,10128
INV200341,P100437,1,10524
INV200341,P100412,6,10060
INV200342,P100447,4,10245
INV200342,P100298,3,10780
INV200342,P100416,3,10775
INV200343,P100058,4,10750
INV200343,P100416,5,10465
INV200343,P100193,2,10782
INV200344,P100474,4,10350
INV200344,P100299,4,10844
INV200344,P100485,3,10004
INV200345,P100388,3,10152
INV200345,P100496,6,10166
INV200345,P100370,3,10420
INV200346,P100443,4,10313
INV200346,P100031,3,10951
INV200346,P100133,2,10144
INV200347,P100125,4,10120
INV200347,P100154,2,10895
INV200347,P100256,4,10936
INV200348,P100383,1,10132
INV200348,P100144,4,10409
INV200348,P100408,3,10324
INV200349,P100099,3,10657
INV200349,P100325,3,10048
INV200349,P100151,1,10734
INV200350,P100220,9,10759
INV200350,P100377,2,10883
INV200350,P100306,4,10186
INV200351,P100488,6,10873
INV200351,P100226,5,10203
INV200351,P100106,4,10617
INV200352,P100134,1,10395
INV200352,P100391,2,10866
INV200352,P100149,3,10944
INV200353,P100473,3,10037
INV200353,P100012,2,10833
INV200353,P100342,4,10260
INV200354,P100380,3,10348
INV200354,P100196,3,10335
INV200354,P100137,3,10046
INV200355,P100295,1,10633
INV200355,P100142,2,10648
INV200355,P100219,1,10052
INV200356,P100125,3,10374
INV200356,P100323,2,10490
INV200356,P100177,1,10294
INV200357,P100212,4,10784
INV200357,P100095,3,10219
INV200357,P100472,2,10987
INV200358,P100295,4,10454
INV200358,P100413,2,10294
INV200358,P100338,3,10738
INV200359,P100478,5,10144
INV200359,P100103,2,10102
INV200359,P100157,3,10263
INV200360,P100234,2,10369
INV200360,P100483,6,10291
INV200360,P100492,1,10351
INV200361,P100197,6,10553
INV200361,P100055,1,10934
INV200361,P100360,1,10626
INV200362,P100361,2,10885
INV200362,P100282,1,10464
INV200362,P100388,6,10438
INV200363,P100381,2,10936
INV200363,P100228,2,10496
INV200363,P100190,2,10607
INV200364,P100388,3,10930
INV200364,P100157,4,10297
INV200364,P100103,3,10372
INV200365,P100306,4,10135
INV200365,P100001,4,10275
INV200365,P100418,1,10383
INV200366,P100484,3,10943
INV200366,P100027,6,10138
INV200366,P100110,4,10372
INV200367,P100030,3,10343
INV200367,P100471,4,10190
INV200367,P100216,2,10130
INV200368,P100208,4,10883
INV200368,P100160,5,10973
INV200368,P100365,5,10744
INV200369,P100233,6,10489
INV200369,P100362,6,10543
INV200369,P100030,1,10377
INV200370,P100018,4,10990
INV200370,P100255,1,10471
INV200370,P100388,4,10360
INV200371,P100349,3,10112
INV200371,P100481,3,10513
INV200371,P100061,1,10574
INV200372,P100260,2,10906
INV200372,P100213,2,10271
INV200372,P100316,1,10248
INV200373,P100228,4,10480
INV200373,P100154,4,10836
INV200373,P100463,3,10333
INV200374,P100293,4,10905
INV200374,P100028,3,10422
INV200374,P100417,2,10420
INV200375,P100242,2,10970
INV200375,P100359,3,10529
INV200375,P100320,3,10314
INV200376,P100498,2,10208
INV200376,P100112,2,10773
INV200376,P100329,3,10613
INV200377,P100457,1,10351
INV200377,P100225,3,10897
INV200377,P100450,4,10213
INV200378,P100320,3,10769
INV200378,P100050,3,10930
INV200378,P100380,2,10288
INV200379,P100434,2,10048
INV200379,P100078,2,10245
INV200379,P100112,2,10445
INV200380,P100453,3,10319
INV200380,P100491,3,10353
INV200380,P100481,2,10006
INV200381,P100404,6,10294
INV200381,P100146,4,10186
INV200381,P100318,3,10635
INV200382,P100294,5,10052
INV200382,P100267,4,10062
INV200382,P100258,4,10736
INV200383,P100259,4,10991
INV200383,P100060,2,10570
INV200383,P100190,1,10748
INV200384,P100412,2,10181
INV200384,P100393,1,10195
INV200384,P100426,4,10687
INV200385,P100266,3,10142
INV200385,P100298,3,10778
INV200385,P100381,3,10002
INV200386,P100161,3,10020
INV200386,P100037,4,10867
INV200386,P100411,5,10855
INV200387,P100291,1,10551
INV200387,P100420,2,10040
INV200387,P100232,2,10262
INV200388,P100057,4,10830
INV200388,P100226,4,10986
INV200388,P100272,3,10529
INV200389,P100457,4,10023
INV200389,P100064,5,10153
INV200389,P100488,5,10985
INV200390,P100428,7,10909
INV200390,P100457,2,10316
INV200390,P100337,1,10971
INV200391,P100306,2,10312
INV200391,P100388,2,10385
INV200391,P100341,2,10131
INV200392,P100037,3,10943
INV200392,P100174,2,10769
INV200392,P100294,1,10644
INV200393,P100207,5,10922
INV200393,P100354,3,10428
INV200393,P100096,2,10130
INV200394,P100386,3,10274
INV200394,P100142,4,10690
INV200394,P100413,3,10817
INV200395,P100005,1,10765
INV200395,P100289,3,10231
INV200395,P100172,4,10852
INV200396,P100221,3,10170
INV200396,P100422,5,10713
INV200396,P100017,5,10579
INV200397,P100099,2,10460
INV200397,P100382,5,10782
INV200397,P100485,2,10333
INV200398,P100375,1,10408
INV200398,P100209,2,10932
INV200398,P100457,4,10706
INV200399,P100215,4,10123
INV200399,P100087,3,10813
INV200399,P100155,3,10252
INV200400,P100422,4,10970
INV200400,P100098,2,10965
INV200400,P100206,2,10143
INV200401,P100293,4,10286
INV200401,P100137,3,10272
INV200401,P100280,4,10745
INV200402,P100038,3,10066
INV200402,P100372,2,10548
INV200402,P100205,3,10293
INV200403,P100035,1,10172
INV200403,P100195,2,10882
INV200403,P100204,2,10382
INV200404,P100460,7,10168
INV200404,P100473,3,10987
INV200404,P100334,2,10796
INV200405,P100035,3,10372
INV200405,P100129,1,10513
INV200405,P100311,5,10261
INV200406,P100479,5,10450
INV200406,P100123,3,10653
INV200406,P100402,2,10937
INV200407,P100274,2,10210
INV200407,P100421,1,10165
INV200407,P100376,4,10376
INV200408,P100301,3,10572
INV200408,P100392,8,10051
INV200408,P100021,2,10471
INV200409,P100012,3,10522
INV200409,P100345,3,10731
INV200409,P100309,4,10972
INV200410,P100077,3,10249
INV200410,P100462,3,10121
INV200410,P100074,3,10618
INV200411,P100324,3,10774
INV200411,P100091,3,10564
INV200411,P100346,3,10616
INV200412,P100386,2,10548
INV200412,P100079,2,10804
INV200412,P100267,4,10242
INV200413,P100305,3,10902
INV200413,P100081,4,10284
INV200413,P100497,2,10282
INV200414,P100135,3,10637
INV200414,P100293,2,10235
INV200414,P100226,2,10011
INV200415,P100409,3,10959
INV200415,P100431,2,10483
INV200415,P100375,4,10055
INV200416,P100141,1,10602
INV200416,P100010,5,10583
INV200416,P100247,6,10053
INV200417,P100136,4,10673
INV200417,P100143,1,10270
INV200417,P100177,5,10949
INV200418,P100010,3,10594
INV200418,P100022,4,10888
INV200418,P100077,2,10542
INV200419,P100184,1,10145
INV200419,P100342,3,10679
INV200419,P100343,2,10631
INV200420,P100137,1,10869
INV200420,P100198,2,10303
INV200420,P100239,3,10233
INV200421,P100203,5,10838
INV200421,P100359,3,10764
INV200421,P100389,2,10597
INV200422,P100170,2,10499
INV200422,P100022,4,10896
INV200422,P100006,2,10560
INV200423,P100127,2,10336
INV200423,P100363,7,10787
INV200423,P100317,4,10941
INV200424,P100165,4,10682
INV200424,P100193,2,10963
INV200424,P100359,1,10353
INV200425,P100267,3,10750
INV200425,P100467,4,10858
INV200425,P100242,2,10310
INV200426,P100016,3,10992
INV200426,P100100,2,10758
INV200426,P100246,5,10990
INV200427,P100391,2,10219
INV200427,P100294,1,10820
INV200427,P100252,4,10151
INV200428,P100467,3,10834
INV200428,P100115,2,10708
INV200428,P100157,1,10816
INV200429,P100265,1,10167
INV200429,P100475,3,10769
INV200429,P100080,2,10418
INV200430,P100416,2,10751
INV200430,P100159,3,10407
INV200430,P100483,5,10363
INV200431,P100151,4,10336
INV200431,P100341,4,10554
INV200431,P100464,2,10293
INV200432,P100118,3,10558
INV200432,P100152,4,10518
INV200432,P100056,3,10602
INV200433,P100085,3,10672
INV200433,P100368,5,10348
INV200433,P100358,4,10432
INV200434,P100127,1,10258
INV200434,P100065,7,10211
INV200434,P100408,4,10581
INV200435,P100244,2,10487
INV200435,P100098,2,10028
INV200435,P100207,2,10652
INV200436,P100174,3,10684
INV200436,P100300,2,10889
INV200436,P100452,2,10388
INV200437,P100451,10,10290
INV200437,P100362,3,10393
INV200437,P100453,3,10524
INV200438,P100287,5,10089
INV200438,P100085,3,10027
INV200438,P100366,6,10301
INV200439,P100286,2,10197
INV200439,P100432,4,10828
INV200439,P100206,3,10987
INV200440,P100028,4,10355
INV200440,P100430,2,10225
INV200440,P100438,2,10256
INV200441,P100432,3,10554
INV200441,P100244,4,10937
INV200441,P100324,3,10014
INV200442,P100372,5,10068
INV200442,P100316,4,10785
INV200442,P100344,3,10072
INV200443,P100108,2,10845
INV200443,P100270,3,10542
INV200443,P100213,1,10703
INV200444,P100219,3,10930
INV200444,P100066,2,10400
INV200444,P100077,2,10610
INV200445,P100164,1,10727
INV200445,P100170,2,10202
INV200445,P100392,2,10107
INV200446,P100279,6,10662
INV200446,P100213,3,10931
INV200446,P100497,1,10372
INV200447,P100285,5,10451
INV200447,P100240,4,10297
INV200447,P100136,4,10867
INV200448,P100132,3,10563
INV200448,P100261,4,10905
INV200448,P100287,3,10899
INV200449,P100226,2,10893
INV200449,P100250,1,10300
INV200449,P100499,2,10942
INV200450,P100336,3,10734
INV200450,P100274,4,10598
INV200450,P100219,1,10780
INV200451,P100460,1,10494
INV200451,P100357,1,10456
INV200451,P100485,1,10090
INV200452,P100271,2,10932
INV200452,P100094,3,10028
INV200452,P100243,3,10209
INV200453,P100270,3,10221
INV200453,P100223,4,10502
INV200453,P100295,2,10345
INV200454,P100096,2,10327
INV200454,P100174,3,10765
INV200454,P100171,4,10824
INV200455,P100441,3,10047
INV200455,P100210,3,10519
INV200455,P100318,4,10596
INV200456,P100142,1,10832
INV200456,P100158,5,10825
INV200456,P100416,6,10613
INV200457,P100236,3,10702
INV200457,P100467,1,10297
INV200457,P100159,4,10350
INV200458,P100437,3,10069
INV200458,P100407,2,10851
INV200458,P100375,2,10163
INV200459,P100274,3,10653
INV200459,P100143,5,10089
INV200459,P100299,3,10835
INV200460,P100251,4,10480
INV200460,P100433,2,10707
INV200460,P100151,2,10703
INV200461,P100498,6,10719
INV200461,P100060,4,10767
INV200461,P100182,3,10845
INV200462,P100110,5,10066
INV200462,P100353,2,10381
INV200462,P100050,4,10482
INV200463,P100365,3,10537
INV200463,P100144,4,10789
INV200463,P100188,1,10089
INV200464,P100426,6,10203
INV200464,P100419,4,10321
INV200464,P100215,2,10269
INV200465,P100003,3,10238
INV200465,P100427,1,10715
INV200465,P100234,3,10995
INV200466,P100175,2,10272
INV200466,P100064,3,10422
INV200466,P100239,3,10257
INV200467,P100255,3,10073
INV200467,P100358,3,10594
INV200467,P100242,4,10941
INV200468,P100368,2,10176
INV200468,P100174,6,10181
INV200468,P100064,1,10521
INV200469,P100332,2,10802
INV200469,P100450,1,10302
INV200469,P100328,2,10810
INV200470,P100152,2,10266
INV200470,P100081,1,10516
INV200470,P100025,3,10008
INV200471,P100297,6,10886
INV200471,P100423,4,10312
INV200471,P100264,2,10739
INV200472,P100283,4,10515
INV200472,P100260,2,10510
INV200472,P100109,2,10890
INV200473,P100320,5,10419
INV200473,P100322,1,10893
INV200473,P100366,5,10771
INV200474,P100321,3,10854
INV200474,P100008,2,10438
INV200474,P100075,6,10434
INV200475,P100134,4,10226
INV200475,P100380,3,10915
INV200475,P100325,1,10109
INV200476,P100484,2,10849
INV200476,P100111,4,10856
INV200476,P100078,1,10449
INV200477,P100339,3,10231
INV200477,P100145,6,10559
INV200477,P100245,1,10019
INV200478,P100437,4,10508
INV200478,P100032,1,10211
INV200478,P100409,3,10586
INV200479,P100188,3,10044
INV200479,P100367,1,10956
INV200479,P100134,1,10727
INV200480,P100251,4,10392
INV200480,P100091,3,10698
INV200480,P100166,4,10702
INV200481,P100229,1,10352
INV200481,P100153,3,10122
INV200481,P100402,1,10874
INV200482,P100094,2,10221
INV200482,P100301,3,10175
INV200482,P100376,5,10363
INV200483,P100322,5,10587
INV200483,P100200,3,10868
INV200483,P100415,2,10372
INV200484,P100282,2,10110
INV200484,P100322,3,10374
INV200484,P100090,2,10746
INV200485,P100326,5,10414
INV200485,P100216,3,10972
INV200485,P100144,2,10260
INV200486,P100233,6,10247
INV200486,P100138,7,10011
INV200486,P100246,4,10813
INV200487,P100037,3,10161
INV200487,P100066,4,10124
INV200487,P100196,2,10920
INV200488,P100261,6,10725
INV200488,P100182,3,10391
INV200488,P100409,2,10423
INV200489,P100387,2,10707
INV200489,P100465,3,10878
INV200489,P100255,3,10764
INV200490,P100174,4,10223
INV200490,P100149,2,10862
INV200490,P100051,3,10528
INV200491,P100300,3,10211
INV200491,P100172,4,10149
INV200491,P100128,2,10718
INV200492,P100051,2,10172
INV200492,P100385,1,10281
INV200492,P100274,4,10686
INV200493,P100383,7,10633
INV200493,P100369,3,10155
INV200493,P100300,3,10970
INV200494,P100051,4,10500
INV200494,P100325,2,10819
INV200494,P100385,3,10922
INV200495,P100212,3,10232
INV200495,P100388,1,10987
INV200495,P100305,4,10848
INV200496,P100171,4,10602
INV200496,P100440,3,10001
INV200496,P100254,3,10761
INV200497,P100337,5,10543
INV200497,P100083,1,10858
INV200497,P100379,3,10123
INV200498,P100174,4,10249
INV200498,P100360,2,10463
INV200498,P100295,2,10114
INV200499,P100102,3,10578
INV200499,P100303,2,10351
INV200499,P100450,3,10877
INV200500,P100442,3,10110
INV200500,P100170,4,10183
INV200500,P100082,3,10359
INV200501,P100478,2,10298
INV200501,P100495,1,10372
INV200501,P100006,6,10517
INV200502,P100263,5,10027
INV200502,P100314,5,10452
INV200502,P100213,4,10753
INV200503,P100133,4,10746
INV200503,P100474,2,10902
INV200503,P100361,3,10956
INV200504,P100042,3,10858
INV200504,P100456,3,10946
INV200504,P100329,1,10209
INV200505,P100473,2,10754
INV200505,P100348,2,10727
INV200505,P100194,2,10122
INV200506,P100076,6,10776
INV200506,P100120,4,10163
INV200506,P100000,3,10824
INV200507,P100064,1,10958
INV200507,P100100,3,10717
INV200507,P100495,4,10946
INV200508,P100351,1,10206
INV200508,P100145,1,10786
INV200508,P100371,2,10613
INV200509,P100187,3,10665
INV200509,P100353,1,10317
INV200509,P100373,3,10013
INV200510,P100298,4,10508
INV200510,P100078,3,10541
INV200510,P100012,4,10688
INV200511,P100088,2,10836
INV200511,P100080,3,10329
INV200511,P100416,4,10808
INV200512,P100335,5,10363
INV200512,P100086,3,10780
INV200512,P100341,3,10660
INV200513,P100253,4,10297
INV200513,P100355,1,10703
INV200513,P100022,2,10390
INV200514,P100037,2,10549
INV200514,P100063,4,10089
INV200514,P100059,3,10792
INV200515,P100045,2,10055
INV200515,P100080,3,10706
INV200515,P100300,1,10170
INV200516,P100281,6,10912
INV200516,P100006,3,10051
INV200516,P100240,2,10243
INV200517,P100181,2,10183
INV200517,P100409,5,10506
INV200517,P100222,2,10819
INV200518,P100182,5,10703
INV200518,P100001,1,10034
INV200518,P100118,2,10723
INV200519,P100264,4,10863
INV200519,P100485,4,10037
INV200519,P100151,1,10241
INV200520,P100174,3,10713
INV200520,P100259,3,10466
INV200520,P100219,1,10249
INV200521,P100454,2,10966
INV200521,P100165,2,10070
INV200521,P100472,3,10406
INV200522,P100386,3,10661
INV200522,P100170,2,10398
INV200522,P100219,3,10648
INV200523,P100290,4,10539
INV200523,P100285,4,10708
INV200523,P100447,3,10956
INV200524,P100217,2,10486
INV200524,P100227,3,10121
INV200524,P100474,4,10719
INV200525,P100326,3,10738
INV200525,P100424,1,10824
INV200525,P100282,4,10455
INV200526,P100379,3,10412
INV200526,P100114,6,10451
INV200526,P100369,1,10483
INV200527,P100297,1,10773
INV200527,P100303,4,10605
INV200527,P100018,4,10759
INV200528,P100376,3,10497
INV200528,P100112,6,10875
INV200528,P100007,3,10324
INV200529,P100339,2,10141
INV200529,P100440,2,10735
INV200529,P100156,3,10253
INV200530,P100236,3,10875
INV200530,P100281,2,10193
INV200530,P100158,4,10466
INV200531,P100071,3,10982
INV200531,P100198,4,10353
INV200531,P100464,2,10126
INV200532,P100466,3,10312
INV200532,P100497,2,10800
INV200532,P100421,3,10421
INV200533,P100012,4,10423
INV200533,P100372,3,10798
INV200533,P100094,3,10341
INV200534,P100471,2,10218
INV200534,P100125,2,10530
INV200534,P100012,3,10065
INV200535,P100364,2,10248
INV200535,P100065,3,10076
INV200535,P100052,2,10543
INV200536,P100496,1,10436
INV200536,P100354,4,10866
INV200536,P100430,1,10981
INV200537,P100388,3,10829
INV200537,P100020,5,10655
INV200537,P100379,1,10515
INV200538,P100342,2,10843
INV200538,P100057,2,10031
INV200538,P100296,3,10629
INV200539,P100306,4,10286
INV200539,P100263,2,10396
INV200539,P100353,5,10241
INV200540,P100332,3,10678
INV200540,P100228,2,10710
INV200540,P100184,1,10741
INV200541,P100202,5,10252
INV200541,P100259,5,10619
INV200541,P100461,4,10690
INV200542,P100036,3,10622
INV200542,P100046,2,10197
INV200542,P100181,2,10507
INV200543,P100203,2,10845
INV200543,P100440,4,10443
INV200543,P100095,3,10035
INV200544,P100241,4,10371
INV200544,P100221,5,10530
INV200544,P100250,3,10160
INV200545,P100275,3,10253
INV200545,P100227,3,10030
INV200545,P100283,3,10283
INV200546,P100186,5,10710
INV200546,P100331,3,10089
INV200546,P100152,3,10412
INV200547,P100027,4,10719
INV200547,P100181,4,10061
INV200547,P100386,5,10656
INV200548,P100254,2,10126
INV200548,P100080,1,10852
INV200548,P100173,4,10673
INV200549,P100379,2,10981
INV200549,P100254,2,10700
INV200549,P100009,2,10938
INV200550,P100351,2,10463
INV200550,P100483,2,10746
INV200550,P100267,3,10042
INV200551,P100184,3,10389
INV200551,P100223,3,10387
INV200551,P100431,1,10590
INV200552,P100402,1,10632
INV200552,P100305,3,10497
INV200552,P100127,1,10031
INV200553,P100310,4,10863
INV200553,P100006,1,10729
INV200553,P100091,5,10808
INV200554,P100111,2,10396
INV200554,P100211,2,10160
INV200554,P100106,1,10578
INV200555,P100484,2,10620
INV200555,P100432,1,10572
INV200555,P100274,3,10503
INV200556,P100265,1,10962
INV200556,P100236,4,10825
INV200556,P100114,2,10643
INV200557,P100378,3,10735
INV200557,P100091,5,10234
INV200557,P100346,4,10557
INV200558,P100254,1,10057
INV200558,P100481,3,10673
INV200558,P100397,3,10132
INV200559,P100090,5,10422
INV200559,P100445,4,10166
INV200559,P100344,3,10690
INV200560,P100426,1,10286
INV200560,P100274,4,10362
INV200560,P100451,4,10356
INV200561,P100149,2,10033
INV200561,P100337,4,10767
INV200561,P100168,3,10623
INV200562,P100232,1,10547
INV200562,P100322,4,10644
INV200562,P100488,3,10429
INV200563,P100460,2,10439
INV200563,P100076,4,10535
INV200563,P100226,1,10546
INV200564,P100387,2,10223
INV200564,P100297,3,10068
INV200564,P100184,5,10006
INV200565,P100140,2,10830
INV200565,P100450,4,10389
INV200565,P100245,2,10711
INV200566,P100320,2,10215
INV200566,P100457,2,10146
INV200566,P100089,5,10917
INV200567,P100130,2,10541
INV200567,P100014,2,10364
INV200567,P100490,3,10266
INV200568,P100455,3,10995
INV200568,P100169,3,10594
INV200568,P100253,3,10320
INV200569,P100194,6,10977
INV200569,P100054,2,10417
INV200569,P100425,4,10421
INV200570,P100317,3,10135
INV200570,P100278,1,10969
INV200570,P100348,2,10608
INV200571,P100170,6,10236
INV200571,P100461,2,10472
INV200571,P100000,3,10337
INV200572,P100233,3,10448
INV200572,P100418,5,10583
INV200572,P100426,1,10267
INV200573,P100050,3,10368
INV200573,P100479,4,10057
INV200573,P100138,2,10191
INV200574,P100205,2,10369
INV200574,P100373,1,10213
INV200574,P100006,4,10326
INV200575,P100232,1,10380
INV200575,P100430,3,10726
INV200575,P100435,2,10228
INV200576,P100095,1,10744
INV200576,P100426,1,10047
INV200576,P100393,3,10145
INV200577,P100473,4,10976
INV200577,P100313,4,10043
INV200577,P100439,4,10386
INV200578,P100108,2,10437
INV200578,P100358,1,10872
INV200578,P100064,3,10132
INV200579,P100020,3,10344
INV200579,P100111,2,10388
INV200579,P100377,3,10388
INV200580,P100440,1,10359
INV200580,P100199,3,10795
INV200580,P100379,2,10579
INV200581,P100152,2,10326
INV200581,P100181,2,10081
INV200581,P100050,2,10222
INV200582,P100064,4,10890
INV200582,P100387,4,10665
INV200582,P100279,2,10440
INV200583,P100301,3,10094
INV200583,P100483,5,10011
INV200583,P100119,2,10019
INV200584,P100172,4,10044
INV200584,P100024,4,10872
INV200584,P100071,2,10245
INV200585,P100468,4,10440
INV200585,P100238,1,10577
INV200585,P100052,4,10887
INV200586,P100047,3,10772
INV200586,P100232,7,10722
INV200586,P100381,1,10787
INV200587,P100454,1,10802
INV200587,P100020,3,10655
INV200587,P100214,3,10468
INV200588,P100298,3,10121
INV200588,P100353,3,10941
INV200588,P100089,3,10812
INV200589,P100294,1,10038
INV200589,P100408,3,10264
INV200589,P100454,1,10993
INV200590,P100218,3,10150
INV200590,P100412,2,10850
INV200590,P100161,2,10814
INV200591,P100226,5,10835
INV200591,P100407,2,10901
INV200591,P100459,2,10805
INV200592,P100365,1,10667
INV200592,P100490,2,10250
INV200592,P100416,3,10269
INV200593,P100122,2,10286
INV200593,P100264,3,10270
INV200593,P100163,4,10342
INV200594,P100052,4,10870
INV200594,P100453,2,10912
INV200594,P100487,5,10388
INV200595,P100449,2,10012
INV200595,P100172,5,10741
INV200595,P100276,1,10602
INV200596,P100368,3,10249
INV200596,P100139,3,10058
INV200596,P100108,5,10606
INV200597,P100041,1,10718
INV200597,P100052,5,10188
INV200597,P100083,5,10284
INV200598,P100142,1,10833
INV200598,P100195,3,10299
INV200598,P100057,5,10729
INV200599,P100043,2,10097
INV200599,P100282,3,10832
INV200599,P100004,1,10022
INV200600,P100274,2,10351
INV200600,P100148,1,10018
INV200600,P100256,5,10858
INV200601,P100328,4,10757
INV200601,P100036,5,10536
INV200601,P100389,1,10628
INV200602,P100181,2,10158
INV200602,P100204,3,10817
INV200602,P100481,3,10414
INV200603,P100402,2,10469
INV200603,P100146,2,10212
INV200603,P100120,3,10938
INV200604,P100416,3,10202
INV200604,P100106,4,10563
INV200604,P100272,4,10221
INV200605,P100143,4,10975
INV200605,P100183,4,10237
INV200605,P100314,4,10600
INV200606,P100044,3,10373
INV200606,P100149,4,10503
INV200606,P100086,3,10101
INV200607,P100057,2,10525
INV200607,P100142,5,10205
INV200607,P100469,6,10988
INV200608,P100424,4,10468
INV200608,P100403,3,10285
INV200608,P100157,5,10507
INV200609,P100101,3,10831
INV200609,P100172,4,10496
INV200609,P100278,2,10106
INV200610,P100164,2,10243
INV200610,P100157,2,10572
INV200610,P100374,1,10054
INV200611,P100345,1,10350
INV200611,P100418,4,10559
INV200611,P100046,1,10925
INV200612,P100058,2,10547
INV200612,P100358,3,10331
INV200612,P100391,3,10523
INV200613,P100089,3,10914
INV200613,P100251,3,10908
INV200613,P100441,2,10772
INV200614,P100487,6,10940
INV200614,P100433,2,10160
INV200614,P100397,3,10865
INV200615,P100457,5,10591
INV200615,P100233,2,10902
INV200615,P100071,1,10379
INV200616,P100005,1,10447
INV200616,P100102,5,10822
INV200616,P100047,2,10793
INV200617,P100193,1,10431
INV200617,P100211,1,10882
INV200617,P100081,5,10600
INV200618,P100341,3,10530
INV200618,P100430,3,10837
INV200618,P100252,2,10621
INV200619,P100325,3,10289
INV200619,P100331,2,10192
INV200619,P100027,2,10107
INV200620,P100426,2,10362
INV200620,P100051,3,10841
INV200620,P100108,2,10513
INV200621,P100337,1,10919
INV200621,P100446,3,10573
INV200621,P100215,1,10471
INV200622,P100224,2,10932
INV200622,P100213,4,10721
INV200622,P100001,4,10927
INV200623,P100486,9,10452
INV200623,P100171,3,10237
INV200623,P100325,2,10739
INV200624,P100484,4,10108
INV200624,P100074,4,10215
INV200624,P100202,3,10612
INV200625,P100415,3,10280
INV200625,P100131,5,10063
INV200625,P100296,2,10497
INV200626,P100130,2,10535
INV200626,P100144,2,10391
INV200626,P100170,3,10807
INV200627,P100117,1,10749
INV200627,P100449,4,10842
INV200627,P100421,4,10828
INV200628,P100042,3,10425
INV200628,P100260,3,10767
INV200628,P100425,2,10776
INV200629,P100453,3,10155
INV200629,P100375,3,10191
INV200629,P100137,3,10174
INV200630,P100443,2,10958
INV200630,P100038,3,10713
INV200630,P100041,1,10692
INV200631,P100105,3,10176
INV200631,P100329,5,10711
INV200631,P100067,2,10351
INV200632,P100154,3,10669
INV200632,P100327,3,10020
INV200632,P100049,3,10838
INV200633,P100344,3,10002
INV200633,P100193,5,10085
INV200633,P100187,4,10311
INV200634,P100224,3,10803
INV200634,P100202,3,10457
INV200634,P100072,2,10457
INV200635,P100067,3,10327
INV200635,P100025,2,10249
INV200635,P100409,3,10607
INV200636,P100456,3,10396
INV200636,P100134,3,10058
INV200636,P100399,2,10163
INV200637,P100292,3,10530
INV200637,P100488,4,10973
INV200637,P100007,5,10518
INV200638,P100102,3,10040
INV200638,P100396,3,10705
INV200638,P100151,1,10819
INV200639,P100104,3,10508
INV200639,P100416,2,10924
INV200639,P100338,2,10935
INV200640,P100075,4,10235
INV200640,P100129,2,10532
INV200640,P100147,4,10185
INV200641,P100395,4,10703
INV200641,P100436,2,10273
INV200641,P100057,4,10448
INV200642,P100217,3,10018
INV200642,P100143,2,10431
INV200642,P100086,9,10970
INV200643,P100490,2,10963
INV200643,P100069,1,10676
INV200643,P100046,2,10741
INV200644,P100013,1,10240
INV200644,P100358,2,10590
INV200644,P100457,2,10197
INV200645,P100284,3,10223
INV200645,P100413,3,10056
INV200645,P100431,2,10305
INV200646,P100440,2,10204
INV200646,P100213,1,10710
INV200646,P100447,5,10174
INV200647,P100440,1,10645
INV200647,P100430,4,10859
INV200647,P100132,2,10599
INV200648,P100146,1,10381
INV200648,P100185,2,10560
INV200648,P100302,2,10540
INV200649,P100179,3,10180
INV200649,P100457,2,10541
INV200649,P100480,1,10614
INV200650,P100455,1,10167
INV200650,P100436,5,10047
INV200650,P100178,5,10997
INV200651,P100329,4,10711
INV200651,P100083,3,10179
INV200651,P100209,5,10863
INV200652,P100493,3,10923
INV200652,P100181,3,10032
INV200652,P100354,3,10848
INV200653,P100005,4,10331
INV200653,P100455,4,10159
INV200653,P100354,3,10920
INV200654,P100000,2,10714
INV200654,P100378,3,10508
INV200654,P100065,4,10670
INV200655,P100035,5,10703
INV200655,P100431,3,10526
INV200655,P100200,5,10367
INV200656,P100216,4,10097
INV200656,P100165,2,10162
INV200656,P100397,3,10625
INV200657,P100497,1,10463
INV200657,P100042,2,10919
INV200657,P100494,3,10511
INV200658,P100090,6,10518
INV200658,P100140,1,10296
INV200658,P100298,2,10485
INV200659,P100026,2,10014
INV200659,P100081,1,10828
INV200659,P100470,4,10687
INV200660,P100209,3,10518
INV200660,P100160,7,10891
INV200660,P100269,3,10923
INV200661,P100178,7,10876
INV200661,P100206,1,10177
INV200661,P100302,4,10399
INV200662,P100368,2,10928
INV200662,P100208,3,10925
INV200662,P100251,5,10955
INV200663,P100300,4,10275
INV200663,P100010,4,10473
INV200663,P100160,5,10535
INV200664,P100211,2,10567
INV200664,P100202,3,10812
